system:index,Bolivia,Bra,Colom,Ecua,Guyan,Guyane Fran,Per,Sur,Ven,.geo
0,7.512661680153212E10,4.636815473595149E11,3.337023910305785E10,1.205237318762255E10,7.976100738561518E9,1.2300578083531861E9,6.306816126953114E10,6.28863640479216E9,2.1076369605630383E10,"{""type"":""MultiPoint"",""coordinates"":[]}"
