system:index,Amazon,Andes,Cerr,Chaco,Fran,Panta,Tucum,.geo
0,6.527501880439684E11,3.543458385661763E9,1.671605527342868E10,4.15635555625E7,1.2300578083531861E9,1.2753548706286764E9,2.2858547750049022E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
