system:index,Amazon,Andes,Cerr,Chaco,Fran,Panta,Tucum,.geo
0,1.1216342366159443E12,1.3529381667E9,1.653339079687444E11,6.5678658058789215E10,6.854175368414216E8,7.156506274157843E9,9.409518225877451E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
