system:index,Bolivia,Bra,Colom,Ecua,Guyan,Guyane Fran,Per,Sur,Ven,.geo
0,1.598508139469701E11,1.1881261370717585E12,2.2407179275007843E10,1.0596936044375E9,1.927386118132108E9,6.854175368414216E8,2.5797021775760296E10,1.6314648785625E9,6.988909690021323E9,"{""type"":""MultiPoint"",""coordinates"":[]}"
